词汇,清华词频,字数,搜狗重合,八股文重合,前两个AND
皮蛋瘦肉粥,4539,5,0,1,0
糯米丸子,346,4,0,1,0
珍珠丸子,618,4,0,1,0
油炸果,379,3,0,1,0
西施舌,1037,3,0,1,0
山楂糕,1584,3,0,1,0
豆腐干,17156,3,0,1,0
秦椒,457,2,0,1,0
巧果,1599,2,0,1,0
醉蟹,1817,2,0,1,0
花糕,11741,2,0,1,0
沙田柚,3510,3,0,1,0
烤地瓜,4214,3,0,1,0
花生仁,9838,3,0,1,0
家庭版,11997,3,0,1,0
狗不理,15159,3,0,1,0
白粥,10809,2,0,1,0
富春,31867,2,0,1,0
刈包,188,2,0,1,0
奶皮,4431,2,0,1,0
牛皮糖,7431,3,0,1,0
芽菜,13246,2,0,1,0
茼蒿,8201,2,0,1,0
沙朗牛排,296,4,0,1,0
油旋,527,2,0,1,0
花生糖,1474,3,0,1,0
高粱米,2883,3,0,1,0
耳朵眼,4011,3,0,1,0
芋泥,3364,2,0,1,0
桃花面,1339,3,0,1,0
擂茶,3019,2,0,1,0
蚵仔煎,2902,3,0,1,0
火井,1085,2,0,1,0
老豆腐,2532,3,0,1,0
肋排,2694,2,0,1,0
咖喱粉,3590,3,0,1,0
豆腐乳,5098,3,0,1,0
花椒粉,4377,3,0,1,0
糌粑,8369,2,0,1,0
椰蓉,2022,2,0,1,0
咸亨,5380,2,0,1,0
五香粉,5794,3,0,1,0
醪糟,4200,2,0,1,0
米果,7794,2,0,1,0
牛舌,3641,2,0,1,0
炒栗子,5519,3,0,1,0
鼠尾草,5040,3,0,1,0
苞米,7801,2,0,1,0
赤豆,9072,2,0,1,0
糍粑,7207,2,0,1,0
酥油茶,14412,3,0,1,0
小茴香,7767,3,0,1,0
牛尾,11258,2,0,1,0
辣椒粉,11414,3,0,1,0
芸豆,6800,2,0,1,0
牛肉丸,4786,3,0,1,0
豆皮,12573,2,0,1,0
花菜,31772,2,0,1,0
刺五加,6393,3,0,1,0
茭白,8349,2,0,1,0
酒廊,17409,2,0,1,0
涮羊肉,20883,3,0,1,0
蒜苗,10109,2,0,1,0
薏仁,15847,2,0,1,0
肉末,18380,2,0,1,0
酒肉,28866,2,0,1,0
酥油,36432,2,0,1,0
辣子,21685,2,0,1,0
啫喱,10482,2,0,1,0
豆豉,17211,2,0,1,0
糙米,22027,2,0,1,0
油茶,31552,2,0,1,0
掌上明珠,24313,4,0,1,0
米粥,42118,2,0,1,0
冷面,46887,2,0,1,0
耗油,34174,2,0,1,0
梨子,27097,2,0,1,0
全聚德,50028,3,0,1,0
生菜,36564,2,0,1,0
家常菜,40327,3,0,1,0
紫菜,43488,2,0,1,0
香菜,51824,2,0,1,0
臭豆腐,33437,3,0,1,0
豆芽,69507,2,0,1,0
甘露,70746,2,0,1,0
三七,101601,2,0,1,0
烤箱,40543,2,0,1,0
木耳,107136,2,0,1,0
香草,65497,2,0,1,0
沙拉,121544,2,0,1,0
布丁,30974,2,0,1,0
石榴,113867,2,0,1,0
桔子,53939,2,0,1,0
丁香,125472s,2,0,1,0
韭菜,73374,2,0,1,0
咖喱,44292,2,0,1,0
香菇,90300,2,0,1,0
川菜,88350,2,0,1,0
奶酪,110257,2,0,1,0
白糖,148447,2,0,1,0
奶油,115847,2,0,1,0
冬瓜,77776,2,0,1,0
核桃,166694,2,0,1,0
奶茶,109759,2,0,1,0
青菜,110184,2,0,1,0
羊肉,242351,2,0,1,0
酸奶,153794,2,0,1,0
香蕉,213220,2,0,1,0
豆腐,511649,2,0,1,0
土豆,1777511,2,0,1,0
包子,288537,2,0,1,0
蛋糕,815478,2,0,1,0
荷香糯米排骨,1,6,0,0,0
条头糕薄荷糕,1,6,0,0,0
韭菜炒莴笋丝,1,6,0,0,0
蟹黄养汤烧卖,1,6,0,0,0
鱼柳烩杂海鲜,1,6,0,0,0
小白菜苡米粥,1,6,0,0,0
罗汉果爽喉茶,1,6,0,0,0
青苔童鸭豆糁,1,6,0,0,0
上海猪肉灌肠,1,6,0,0,0
奶油洋菇浓汤,1,6,0,0,0
香菇肉末烧卖,1,6,0,0,0
红枣炖鲫鱼汤,1,6,0,0,0
潮汕卤水鹅掌,1,6,0,0,0
宁式苔菜月饼,1,6,0,0,0
蕨根粉煮鳝鱼,1,6,0,0,0
杭州地方小吃,1,6,0,0,0
剁椒蒸芋头仔,1,6,0,0,0
耗子洞樟茶鸭,1,6,0,0,0
海天鲜味生抽,1,6,0,0,0
挪威水果布丁,1,6,0,0,0
上海蜜汁小肉,1,6,0,0,0
本斋清真肉饼,1,6,0,0,0
辣椒叶鸡蛋汤,1,6,0,0,0
香葱咖喱面包,1,6,0,0,0
河岔口咸鸭蛋,1,6,0,0,0
鲜肉香菇烧麦,1,6,0,0,0
蜜桂芳米花糖,1,6,0,0,0
广味源生抽王,1,6,0,0,0
吊炉饼鸡蛋羹,1,6,0,0,0
醒胃腌椰菜花,1,6,0,0,0
泰式凉拌花枝,1,6,0,0,0
李锦记沙茶酱,1,6,0,0,0
彭集红烧肘子,1,6,0,0,0
乡宁白面油糕,1,6,0,0,0
苗乡酸汤水饺,1,6,0,0,0
抹茶起司蛋糕,1,6,0,0,0
大厨来海鲜酱,1,6,0,0,0
萝卜丝油墩子,1,6,0,0,0
干锅青笋腊肉,2,6,0,0,0
大顺斋糕点厂,2,6,0,0,0
淮杞塘虱鱼汤,2,6,0,0,0
知味斋水爆肚,2,6,0,0,0
满天香贯香寸,2,6,0,0,0
雷家豆腐元子,2,6,0,0,0
金针菇肉丝汤,2,6,0,0,0
嘉兴鲜肉粽子,2,6,0,0,0
红茶法式薄饼,2,6,0,0,0
渭南时晨包子,2,6,0,0,0
猴头蘑烩凤片,2,6,0,0,0
黑樱桃烧鸭脯,2,6,0,0,0
寿字五香大虾,2,6,0,0,0
莲童牌冬瓜条,2,6,0,0,0
麻婆豆腐餐厅,2,6,0,0,0
油炸卤制花干,2,6,0,0,0
巍山粑肉饵丝,2,6,0,0,0
牛肉丝炒芹菜,2,6,0,0,0
大厨来豆瓣酱,2,6,0,0,0
日式照烧鸡腿,2,6,0,0,0
西红柿煎蛋汤,2,6,0,0,0
五通桥叶儿耙,2,6,0,0,0
铁板日本豆腐,2,6,0,0,0
草莓薏仁优格,3,6,0,0,0
美式炭烤排骨,3,6,0,0,0
锦州什锦小菜,3,6,0,0,0
砂钵黄陂三合,3,6,0,0,0
油汆排骨年糕,3,6,0,0,0
土豆火腿沙拉,3,6,0,0,0
二块粑炒火腿,3,6,0,0,0
新疆琉璃葡萄,3,6,0,0,0
阆中白糖蒸馍,3,6,0,0,0
刀鱼羹卤子面,3,6,0,0,0
疆字红油百叶,3,6,0,0,0
奶油火腿馅饼,3,6,0,0,0
万字珊瑚白菜,3,6,0,0,0
无字盐水牛肉,3,6,0,0,0
玉林牛腩米粉,3,6,0,0,0
杨长子火腿肠,3,6,0,0,0
泸州鱼头火锅,3,6,0,0,0
歙县豆腐脑髓,3,6,0,0,0
宜春松花皮蛋,3,6,0,0,0
鹿邑孔集卤鸡,3,6,0,0,0
新疆抓饭烧麦,3,6,0,0,0
得心斋酝猪蹄,3,6,0,0,0
新疆丝路明珠,3,6,0,0,0
彭州九尺板鸭,3,6,0,0,0
三年陈花雕酒,4,6,0,0,0
爆炒猪血丸子,4,6,0,0,0
绿豆小米稀饭,4,6,0,0,0
法式芝香烤翅,4,6,0,0,0
菠菜炒生鱼片,4,6,0,0,0
酸辣岩水豆花,4,6,0,0,0
酸包菜炒粉皮,4,6,0,0,0
镇远陈年道菜,4,6,0,0,0
海天上等蚝油,4,6,0,0,0
真如白切羊肉,4,6,0,0,0
培根奶油蛋汁,5,6,0,0,0
意大利式米饭,5,6,0,0,0
冰糖金耳鸽蛋,5,6,0,0,0
王家核桃烧饼,5,6,0,0,0
三鲜紫米蛋糕,5,6,0,0,0
雪蛤膏专门店,5,6,0,0,0
花草木三友茶,5,6,0,0,0
镇平道口烧鸡,6,6,0,0,0
好乐门蛋黄酱,6,6,0,0,0
老冬瓜荷叶汤,6,6,0,0,0
南霞泥鳅粉干,6,6,0,0,0
沙市甜独蒜头,6,6,0,0,0
烟肉蛋麦满分,6,6,0,0,0
鸡汤三鲜馄饨,7,6,0,0,0
嘉义的鸡肉饭,7,6,0,0,0
泰式凉拌海鲜,7,6,0,0,0
泰式酸辣虾汤,7,6,0,0,0
摩卡奶油蛋糕,7,6,0,0,0
南海里水冬瓜,8,6,0,0,0
冰泉滴珠豆浆,8,6,0,0,0
鸡蛋米浆粑粑,8,6,0,0,0
李锦记柱侯酱,8,6,0,0,0
奶香海苔吐司,8,6,0,0,0
养生吐司春卷,8,6,0,0,0
冰焦糖玛奇朵,8,6,0,0,0
紫米四喜汤圆,9,6,0,0,0
番茄黄骨鱼汤,9,6,0,0,0
洪字鸡丝黄瓜,9,6,0,0,0
泰安三美豆腐,9,6,0,0,0
煎扒鲭鱼头尾,9,6,0,0,0
野山椒牛肉丝,9,6,0,0,0
年字口蘑发菜,9,6,0,0,0
南瓜鲜虾沙拉,9,6,0,0,0
红梅牌脆松糖,9,6,0,0,0
陡门头灯盏糕,9,6,0,0,0
梁英记裹蒸粽,10,6,0,0,0
万字麻辣肚丝,10,6,0,0,0
蒲城椽头蒸馍,11,6,0,0,0
草石蚕田鸡汤,11,6,0,0,0
黑糯米八宝饭,11,6,0,0,0
柠檬起司蛋糕,12,6,0,0,0
李锦记豆瓣酱,12,6,0,0,0
家乐番茄沙司,12,6,0,0,0
李大同双炊糕,12,6,0,0,0
泰式咖哩螃蟹,13,6,0,0,0
意式香浓菜汤,13,6,0,0,0
李锦记排骨酱,13,6,0,0,0
泰式酸辣凤爪,13,6,0,0,0
双味珍珠元子,13,6,0,0,0
福字瓜烧里脊,13,6,0,0,0
喜洲破酥粑粑,14,6,0,0,0
牛王庙怪味面,14,6,0,0,0
菜香源川菜馆,14,6,0,0,0
莫斯科红菜汤,14,6,0,0,0
益阳松花皮蛋,14,6,0,0,0
保定府三件宝,15,6,0,0,0
海天草菇老抽,15,6,0,0,0
武功镇起花面,16,6,0,0,0
海鲜水果沙拉,16,6,0,0,0
李锦记卤水汁,17,6,0,0,0
脂油雪花儿菜,17,6,0,0,0
果酱夹心饼干,18,6,0,0,0
洞子口张凉粉,18,6,0,0,0
孔府地锅一绝,18,6,0,0,0
南涧锅巴豆粉,19,6,0,0,0
南浔香大头菜,19,6,0,0,0
丽江火腿粑粑,19,6,0,0,0
陆记烫面炸糕,20,6,0,0,0
沙锅鱼头豆腐,20,6,0,0,0
凤尾吐司虾片,20,6,0,0,0
超级至尊比萨,21,6,0,0,0
功德林蔬食处,21,6,0,0,0
叙府陈年糟蛋,21,6,0,0,0
徽州桃脂烧肉,23,6,0,0,0
墨西哥玉米片,23,6,0,0,0
文楼蟹黄汤包,24,6,0,0,0
开洋葱油拌面,24,6,0,0,0
鲜蔬足尊牛堡,25,6,0,0,0
猪油夹沙粽子,27,6,0,0,0
古月胡三合泥,27,6,0,0,0
宁波猪油汤团,28,6,0,0,0
鸡肉生煎馒头,28,6,0,0,0
邢台道口烧鸡,29,6,0,0,0
小笼粉蒸牛肉,30,6,0,0,0
桂花酒酿元宵,31,6,0,0,0
新加坡肉骨茶,32,6,0,0,0
鼎泰丰小笼包,32,6,0,0,0
鄱阳湖狮子头,33,6,0,0,0
李锦记海鲜酱,33,6,0,0,0
冒节子肥肠粉,40,6,0,0,0
李锦记叉烧酱,41,6,0,0,0
周村大酥烧饼,43,6,0,0,0
双流老妈兔头,44,6,0,0,0
城隍庙梨膏糖,51,6,0,0,0
临潼火晶柿子,51,6,0,0,0
海天海鲜酱油,53,6,0,0,0
油豆腐线粉汤,54,6,0,0,0
特级金标生抽,55,6,0,0,0
萝卜干炒腊肉,56,6,0,0,0
大福来锅巴菜,64,6,0,0,0
白巧克力蛋糕,64,6,0,0,0
油炸臭豆腐干,71,6,0,0,0
双层吉士汉堡,76,6,0,0,0
萝卜丝鲫鱼汤,77,6,0,0,0
意大利千层面,81,6,0,0,0
火宫殿臭豆腐,88,6,0,0,0
鸡杂炒干巴菌,90,6,0,0,0
酸萝卜老鸭汤,92,6,0,0,0
五彩雪花扇贝,95,6,0,0,0
海天金标生抽,100,6,0,0,0
石头门坎素包,105,6,0,0,0
雷家豆腐圆子,106,6,0,0,0
和味牛杂萝卜,112,6,0,0,0
宝庆猪血丸子,133,6,0,0,0
麦辣鸡腿汉堡,138,6,0,0,0
度小月担仔面,147,6,0,0,0
贴饽饽熬小鱼,155,6,0,0,0
蒙自过桥米线,155,6,0,0,0
得莫利炖活鱼,182,6,0,0,0
南翔小笼馒头,212,6,0,0,0
西班牙海鲜饭,298,6,0,0,0
墨西哥鸡肉卷,387,6,0,0,0
老北京鸡肉卷,437,6,0,0,0
比利时巧克力,462,6,0,0,0
新奥尔良烤翅,1323,6,0,0,0
松子河虾仁,1,5,0,0,0
飘香猪脆骨,1,5,0,0,0
十全炆补汤,1,5,0,0,0
咖喱焗肉蟹,1,5,0,0,0
鲜花藤萝饼,1,5,0,0,0
黑胡椒溜肉,1,5,0,0,0
武汉猪肉干,1,5,0,0,0
茄汁斑鱼块,1,5,0,0,0
独蒜烧虾仁,1,5,0,0,0
豌豆炸酱面,1,5,0,0,0
油酥火焙鱼,1,5,0,0,0
熟色拉米肠,1,5,0,0,0
胡椒西红柿,1,5,0,0,0
山葵烤牛排,1,5,0,0,0
烤腹脊牛肉,1,5,0,0,0
可乐土豆饼,1,5,0,0,0
靖江牛肉脯,1,5,0,0,0
什大酥烧饼,1,5,0,0,0
三丝拌糟鸡,1,5,0,0,0
冬菇炖鸡汤,1,5,0,0,0
解热清滞汤,1,5,0,0,0
酱香萝卜皮,1,5,0,0,0
咖喱焖羊腩,1,5,0,0,0
雄鸡雪莲盅,1,5,0,0,0
红花檀香茶,1,5,0,0,0
芝士蛋堡餐,1,5,0,0,0
黑麦金笋面,1,5,0,0,0
法式烩鱼汤,1,5,0,0,0
芒香西番莲,1,5,0,0,0
精制番薯粥,1,5,0,0,0
肉松三文治,1,5,0,0,0
旱蒸贝母鸡,1,5,0,0,0
大荆石莲糊,1,5,0,0,0
墨西哥凉面,1,5,0,0,0
葡萄柚沙拉,1,5,0,0,0
白干煮三丝,1,5,0,0,0
云长玉浆饺,1,5,0,0,0
鲜瑶柱牛肉,1,5,0,0,0
清汤玉带鸡,1,5,0,0,0
香脆葡萄塔,1,5,0,0,0
永州炒血鸭,1,5,0,0,0
绿豆豆沙包,1,5,0,0,0
红豆圆仔汤,1,5,0,0,0
烙韭菜馅饼,1,5,0,0,0
绿波廊船点,1,5,0,0,0
枸杞百合粥,1,5,0,0,0
平遥熟牛肉,1,5,0,0,0
香炸南瓜饼,1,5,0,0,0
虾仁拌莼菜,1,5,0,0,0
香粽烧排骨,1,5,0,0,0
宫廷小萝葡,1,5,0,0,0
剁椒大白菜,1,5,0,0,0
上海馄饨汤,1,5,0,0,0
开封套四宝,1,5,0,0,0
沙拉海鲜卷,1,5,0,0,0
喀什馕坑肉,1,5,0,0,0
蜜汁江米藕,1,5,0,0,0
金锋鲁肉饭,1,5,0,0,0
蚝皇蒸凤爪,1,5,0,0,0
豆豉烧中段,1,5,0,0,0
沙嗲羊肉串,1,5,0,0,0
汤团缸鸭狗,1,5,0,0,0
三驱田凉粉,1,5,0,0,0
里水金丝虾,1,5,0,0,0
上海茶叶蛋,1,5,0,0,0
如皋萝卜粒,1,5,0,0,0
肉丁黄瓜酱,1,5,0,0,0
成都毛风鸡,1,5,0,0,0
鲫鱼蘑菇汤,1,5,0,0,0
五香牛肉松,1,5,0,0,0
广州鸡仔饼,1,5,0,0,0
参茸葛仙米,1,5,0,0,0
植物添银花,1,5,0,0,0
安神首乌粥,1,5,0,0,0
莲子血糯饭,1,5,0,0,0
佛山柱侯酱,1,5,0,0,0
鸡汤浸时蔬,1,5,0,0,0
豆豉剁辣椒,1,5,0,0,0
果酱白蜂糕,1,5,0,0,0
乔家栅粽子,1,5,0,0,0
回族蒸艾叶,1,5,0,0,0
哈尔滨干肠,1,5,0,0,0
一品酸辣鸡,1,5,0,0,0
酸菜饵块粑,1,5,0,0,0
四季鱼头王,1,5,0,0,0
葱白姜糖汤,1,5,0,0,0
无锡酱烧肝,1,5,0,0,0
秘制口味蛇,1,5,0,0,0
博爱浆面条,1,5,0,0,0
菜远卤牛肉,1,5,0,0,0
西米银耳羹,1,5,0,0,0
湖南油淋鸡,1,5,0,0,0
麻辣兔火锅,1,5,0,0,0
黄墩湖腊豆,1,5,0,0,0
肉末土豆丝,1,5,0,0,0
香煎黄糕粑,1,5,0,0,0
风车苹果派,1,5,0,0,0
荪角四宝汤,1,5,0,0,0
粉白美人茶,1,5,0,0,0
鸽子玻璃糕,1,5,0,0,0
银丝仔乌汤,1,5,0,0,0
阴菜牛展汤,1,5,0,0,0
混合胡椒粉,1,5,0,0,0
洋县猪白血,1,5,0,0,0
浓缩康保蓝,1,5,0,0,0
里水霸王鸭,1,5,0,0,0
红白果仁汤,1,5,0,0,0
扒素子双菇,1,5,0,0,0
清凉漱口剂,1,5,0,0,0
凤庆粑粑卷,2,5,0,0,0
香辣腌制料,2,5,0,0,0
荞蕨象生梨,2,5,0,0,0
烧鸡丁辣子,2,5,0,0,0
西兰花浓汤,2,5,0,0,0
滨州锅子饼,2,5,0,0,0
长寿龙须面,2,5,0,0,0
炒良乡栗子,2,5,0,0,0
八宝肉辣子,2,5,0,0,0
脆皮咕噜肉,2,5,0,0,0
猪油夹沙球,2,5,0,0,0
过桥牛百叶,2,5,0,0,0
荣华麻香酥,2,5,0,0,0
西梅酿羊排,2,5,0,0,0
五香牛筋斗,2,5,0,0,0
滑肉烩鲜竹,2,5,0,0,0
什锦水果羹,2,5,0,0,0
清炖开凌梭,2,5,0,0,0
八宝蛋炸食,2,5,0,0,0
椰蓉马卡隆,2,5,0,0,0
鸿起顺饭馆,2,5,0,0,0
银杏蚬鸭煲,2,5,0,0,0
山珍大叶芹,2,5,0,0,0
劲霸牛肉汁,2,5,0,0,0
干焙洋芋丝,2,5,0,0,0
什锦水果羔,2,5,0,0,0
白鹅煨淡菜,2,5,0,0,0
水晶菊花酥,2,5,0,0,0
鱼香酥青豆,2,5,0,0,0
常州德泰恒,2,5,0,0,0
虹桥绿豆糕,2,5,0,0,0
龙宫照宝鸭,2,5,0,0,0
三鲜龙凤球,2,5,0,0,0
东北一锅出,2,5,0,0,0
海带鸭子汤,2,5,0,0,0
川味沸腾鱼,2,5,0,0,0
猪脊鸡肫粥,2,5,0,0,0
手撕火焙鱼,2,5,0,0,0
广州白切鸡,2,5,0,0,0
南通甜包瓜,2,5,0,0,0
松子黄干糕,2,5,0,0,0
鲜莲炒子鸡,2,5,0,0,0
天一坊饭庄,2,5,0,0,0
干锅飘香鸡,2,5,0,0,0
干锅野猪肉,2,5,0,0,0
面筋萨其马,2,5,0,0,0
原盅炖北菇,2,5,0,0,0
刀削油泼面,2,5,0,0,0
开远甜蕌头,2,5,0,0,0
白炒墨鱼卷,2,5,0,0,0
蜜汁辣黄瓜,2,5,0,0,0
荷包桂花糯,2,5,0,0,0
海天味极鲜,2,5,0,0,0
广式烧填鸭,2,5,0,0,0
昆布鸡腿汤,2,5,0,0,0
绿豆小煎饼,2,5,0,0,0
耀华西餐厅,2,5,0,0,0
果汁牛肉片,2,5,0,0,0
鱿鱼蒜头酱,2,5,0,0,0
川味口水鸡,2,5,0,0,0
咸鱼茄瓜煲,2,5,0,0,0
白浇鳙鱼头,3,5,0,0,0
芝香鸡肉酥,3,5,0,0,0
五香松花蛋,3,5,0,0,0
景芝三盖饼,3,5,0,0,0
乾州豆腐脑,3,5,0,0,0
鲜果馅汤元,3,5,0,0,0
鱼头粉丝煲,3,5,0,0,0
温江程抄手,3,5,0,0,0
碧玉豌豆仁,3,5,0,0,0
兰州烤羊肉,3,5,0,0,0
奶油蘑菇鸡,3,5,0,0,0
铁素四色球,3,5,0,0,0
锡包银鳕鱼,3,5,0,0,0
之江鲈莼羹,3,5,0,0,0
八宝银耳羹,3,5,0,0,0
杞忧烘皮肘,3,5,0,0,0
美式洋葱圈,3,5,0,0,0
持炉珍珠鸡,3,5,0,0,0
仪征雀脯菜,3,5,0,0,0
随上荷叶卷,3,5,0,0,0
香煎柠檬鸭,3,5,0,0,0
鸡丝炒年糕,3,5,0,0,0
哈尔滨熏鸡,3,5,0,0,0
陈年菜脯鸡,3,5,0,0,0
回族麦芽糖,3,5,0,0,0
重庆火锅鱼,3,5,0,0,0
龙岭五炒粉,3,5,0,0,0
玫瑰凉糍粑,3,5,0,0,0
红烧麒麟面,3,5,0,0,0
番茄煮黄豆,3,5,0,0,0
天水浆水面,3,5,0,0,0
烧椒拌皮蛋,3,5,0,0,0
长春鹿鞭汤,3,5,0,0,0
湖州大馄饨,3,5,0,0,0
莘塍豆腐干,3,5,0,0,0
松树猴头蘑,3,5,0,0,0
马铃薯冷汤,3,5,0,0,0
章鱼焖花腩,3,5,0,0,0
二仙居碗坨,3,5,0,0,0
鲫鱼黄瓜汤,3,5,0,0,0
樊记肉加馍,3,5,0,0,0
茄子三明治,3,5,0,0,0
蜜汁三文鱼,3,5,0,0,0
网油凤肝卷,3,5,0,0,0
蘑菇窝窝面,4,5,0,0,0
安康窝窝面,4,5,0,0,0
香焙核桃挞,4,5,0,0,0
詹王猪骨汁,4,5,0,0,0
美味葱油饼,4,5,0,0,0
桂花辣酱芥,4,5,0,0,0
生呛梭子蟹,4,5,0,0,0
青瓜皮蛋汤,4,5,0,0,0
正宗涮羊肉,4,5,0,0,0
希腊雪花粥,4,5,0,0,0
秦邮全鸭宴,4,5,0,0,0
桂花炒米糕,4,5,0,0,0
明顺斋烧饼,4,5,0,0,0
美味蛋包饭,4,5,0,0,0
金腿烧圆鱼,4,5,0,0,0
牛柳炒白蘑,4,5,0,0,0
回族碾馔儿,4,5,0,0,0
干连福海参,4,5,0,0,0
桂花栗子酥,4,5,0,0,0
芦笋鲍鱼汤,4,5,0,0,0
酸辣萝卜干,4,5,0,0,0
白岘吊瓜子,4,5,0,0,0
李派林急汁,4,5,0,0,0
稀珍黑米粥,4,5,0,0,0
两英番薯粥,4,5,0,0,0
盐焗鹌鹑蛋,4,5,0,0,0
菊花佛手酥,4,5,0,0,0
淳安辣椒酱,4,5,0,0,0
宁夏酿皮子,4,5,0,0,0
晋城炒凉粉,4,5,0,0,0
劲霸辣椒汁,4,5,0,0,0
土豆烧肉丁,4,5,0,0,0
稀豆粉油条,4,5,0,0,0
沙县豆腐丸,4,5,0,0,0
龟鹤延年汤,4,5,0,0,0
荷叶新凤鸡,4,5,0,0,0
参芪炖白凤,4,5,0,0,0
泰式千层糕,4,5,0,0,0
虾皮炒冬瓜,4,5,0,0,0
五彩炒驼峰,4,5,0,0,0
上海炸猪排,4,5,0,0,0
青苔童鸭糁,5,5,0,0,0
油条烩鳝鱼,5,5,0,0,0
劲霸鲍鱼汁,5,5,0,0,0
詹王火腿汁,5,5,0,0,0
当归百合兔,5,5,0,0,0
湘西外婆菜,5,5,0,0,0
芙蓉藿香饺,5,5,0,0,0
小鸡煮稀饭,5,5,0,0,0
大块煮羊肉,5,5,0,0,0
蚝油叉烧包,5,5,0,0,0
乳膳萨其马,5,5,0,0,0
太极发财燕,5,5,0,0,0
清炒小花菇,5,5,0,0,0
慈禧小窝头,5,5,0,0,0
蜜饯莱阳梨,5,5,0,0,0
长治腊驴肉,5,5,0,0,0
鸡丝伊府面,5,5,0,0,0
鱼头酸笋汤,5,5,0,0,0
泰山豆腐面,5,5,0,0,0
葱烧鲨鱼皮,5,5,0,0,0
肉蓉玉米羹,5,5,0,0,0
新南轩酒家,5,5,0,0,0
砂锅炖驴肉,5,5,0,0,0
酥油太花盏,5,5,0,0,0
佛豆柠檬枇,5,5,0,0,0
芋儿烧排骨,5,5,0,0,0
八宝黑米粥,5,5,0,0,0
潮州腐乳饼,5,5,0,0,0
肉末胡萝卜,5,5,0,0,0
水晶梅花包,5,5,0,0,0
曹马芝麻糖,5,5,0,0,0
萝卜煮肉丸,5,5,0,0,0
苗家粉蒸肉,5,5,0,0,0
蒸鸡蛋肉卷,5,5,0,0,0
铜井巷素面,5,5,0,0,0
干窝带皮蛇,6,5,0,0,0
原味腌制料,6,5,0,0,0
醪糟小汤圆,6,5,0,0,0
春城鲜虾饺,6,5,0,0,0
猪油松子酥,6,5,0,0,0
梅花青豆糁,6,5,0,0,0
天津炸酱面,6,5,0,0,0
知味小笼包,6,5,0,0,0
黑珍珠汤圆,6,5,0,0,0
意大利调料,6,5,0,0,0
徽州状元饭,6,5,0,0,0
上岗子面茶,6,5,0,0,0
三鲜冰豆腐,6,5,0,0,0
庐江小红头,6,5,0,0,0
屯溪徽菜馆,6,5,0,0,0
榆皮面饸咯,6,5,0,0,0
苔干羊肉丝,6,5,0,0,0
沙黄蛋角酥,6,5,0,0,0
挂炉沙板鸡,6,5,0,0,0
海天老抽王,6,5,0,0,0
宫廷小黄瓜,6,5,0,0,0
海天黄豆酱,6,5,0,0,0
冬菇蒸滑鸡,6,5,0,0,0
龙眼洋参饮,7,5,0,0,0
鲑鱼奶油冻,7,5,0,0,0
狗不理饭庄,7,5,0,0,0
重庆口水鸡,7,5,0,0,0
煎紫米藕夹,7,5,0,0,0
酸菜小豆汤,7,5,0,0,0
连城番薯干,7,5,0,0,0
扶风鹿糕馍,7,5,0,0,0
泰式咖哩鸡,7,5,0,0,0
鸳鸯火锅底,7,5,0,0,0
迎宾楼菜馆,7,5,0,0,0
桃仁山鸡丁,7,5,0,0,0
什锦人参果,7,5,0,0,0
曲沃腊牛肉,7,5,0,0,0
延寿堂药糕,7,5,0,0,0
上海蟹壳黄,7,5,0,0,0
艾西姆桑扎,7,5,0,0,0
长清大素包,7,5,0,0,0
太原酱肘花,7,5,0,0,0
张川羊羔肉,7,5,0,0,0
雪里红肉沫,8,5,0,0,0
甜香玉米杯,8,5,0,0,0
巧手烧雁鸢,8,5,0,0,0
洪山桥光饼,8,5,0,0,0
虎掌金丝面,8,5,0,0,0
泰式榴莲酥,8,5,0,0,0
冬瓜虾皮汤,8,5,0,0,0
宣堡小馄饨,8,5,0,0,0
詹王瑶柱汁,8,5,0,0,0
奇峰阁酒家,8,5,0,0,0
鲜肉猫耳朵,8,5,0,0,0
山珍刺五加,8,5,0,0,0
雪花龙须面,8,5,0,0,0
蟹黄灌汤饺,8,5,0,0,0
乌狼鲞烤肉,8,5,0,0,0
恩发德蒸饺,8,5,0,0,0
胡萝卜餐包,8,5,0,0,0
阳城肉罐肉,8,5,0,0,0
聊城铁公鸡,8,5,0,0,0
肉丝两面黄,8,5,0,0,0
芋儿鸡火锅,8,5,0,0,0
平都牛肉松,8,5,0,0,0
茶树菇烧鸡,8,5,0,0,0
干锅黄骨鱼,9,5,0,0,0
原味双皮奶,9,5,0,0,0
江口豆腐干,9,5,0,0,0
朱古力慕丝,9,5,0,0,0
日本豆腐煲,9,5,0,0,0
百合糯米粥,9,5,0,0,0
周村酥烧饼,9,5,0,0,0
枸杞小米粥,9,5,0,0,0
湘江鱼头王,9,5,0,0,0
韩国人参鸡,9,5,0,0,0
雪菜笋丝汤,9,5,0,0,0
姜太公柿饼,9,5,0,0,0
农家白切鸡,9,5,0,0,0
教场门饸饹,9,5,0,0,0
地中海沙拉,9,5,0,0,0
香辣黄瓜条,9,5,0,0,0
临朐全羊宴,9,5,0,0,0
椒盐海豹蛇,9,5,0,0,0
南瓜咕老虾,9,5,0,0,0
曲阜熏豆腐,9,5,0,0,0
九记路边鸡,9,5,0,0,0
黑菌蘑菇汤,9,5,0,0,0
芙蓉百花鲍,9,5,0,0,0
桂花大头菜,10,5,0,0,0
蚝油西兰花,10,5,0,0,0
